Genre,Rating,from,times,to
ic_het,PG-13, Лорд Волдеморт,1.0,Беллатриса Блэк-Лестрейндж
ic_het,R,Том Реддл,2.0,Чарити Бербидж
ic_het,R,Альбус Дамблдор,1.0,Гермиона Грейнджер
ic_het,R,Гермиона Блейз\Пэнси и несколько других,1.0,Драко Малфой
ic_gen,PG-13,Геллерт Гриндевальд,1.0,ОЖП
ic_het,R,human!Хедвиг,1.0,Кастиэль
ic_het,NC-17,Роза Уизли,18.0,Скорпиус Гиперион Малфой
ic_het,NC-17,Альбус Северус Поттер,5.0,ОЖП
ic_mixed,NC-21,Драко Малфой,1.0,Киа Гриндевальд
ic_mixed,NC-21,Гермиона Грейнджер,1.0,Седрик Диггори
ic_mixed,NC-21,Гарри Поттер,1.0,Джинни Уизли
ic_mixed,NC-21,Волан-де-морт,1.0,Нагайна
ic_het,PG-13, Нарцисса Малфой,1.0,Гарри Поттер
ic_het,PG-13,Роза Уизли,2.0,Тедди Люпин
ic_slash,NC-17,Северус Снейп,1.0,Шаман! !Тсунаёши Савада
ic_gen,R,Гарри Поттер,4.0,Дафна Гринграсс
ic_gen,R,Драко Малфой,7.0,ОЖП
ic_het,NC-17,Беллатрикс Лестрейндж,2.0,Северус Снейп
ic_slash,G,Гарри Джеймс Поттер,1.0,Том Марволо Реддл
ic_femslash,PG-13,Джинни,3.0,Луна
ic_slash,R,Лорд Волдеморт,1.0,Северус Снейп
ic_het,PG-13,Джеймс Сириус Поттер,10.0,Роза Уизли
ic_het,G,Годрик Гриффиндор,1.0,Хельга Хаффлпафф
ic_het,PG-13,Беллатриса Лестрейндж,2.0,Сириус Блэк
ic_het,PG-13,Роуз,3.0,Скорпиус
ic_het,NC-17, Франсин,1.0,Гарри 
ic_het,R,Гермиона Гренджер,1.0,Драко Малфой
ic_slash,R,Бэн Харгривз,1.0,Клаус Харгривз
ic_het,PG-13,Гермиона Грейнджер,1.0,Стэн Шанпайк
ic_slash,R,???,1.0,Гарри Поттер
ic_slash,R,Грэхем Монтегю ,1.0,Джордж Уизли
ic_slash,PG-13,Гп,1.0,Тр
ic_slash,NC-17,Блейн,1.0,Курт
ic_mixed,R,Андромеда Тонкс,1.0,Молли Уизли
ic_het,R,Гермиона Грейнджер,4.0,Драко Малфой.
ic_slash,NC-17,Гарри Поттер,1.0,Северус Снейп и другие
ic_slash,R,Джильбертус Гонт,1.0,Салазар Слизерин
ic_mixed,NC-17,Гермиона Грейнджер,3.0,Теодор Нотт
ic_mixed,NC-17,Драко Малфой,2.0,Теодор Нотт
ic_gen,PG-13,Нэнси,1.0,Римус
ic_gen,R,Мой ГГ,1.0,как получится.
ic_het,NC-17,Виктор Крам,1.0,Виктория МакКинон(Блек)
ic_het,NC-17,Марлин МакКинон,1.0,Сириус Блек
ic_het,NC-17,Александр Йорданов,1.0,Хатшепсут Тантава
ic_gen,NC-17,Волдеморт,1.0,Джинни Уизли
ic_het,NC-17,Бартемиус Крауч-мл.,5.0,ОЖП
ic_slash,R,??,2.0,ГП
ic_gen,G,Василиса Огнева,1.0,Гарри Поттер
ic_mixed,PG-13,Блейз Забини,2.0,Панси Паркинсон
ic_mixed,PG-13,Джинни Уизли,2.0,Теодор Нотт
ic_femslash,PG-13,fem!Гарри Поттер,3.0,Гермиона Грейнджер
ic_slash,R,RK900,3.0,Гэвин Рид
ic_het,PG-13,human!Нагини,1.0,Гарри Поттер
ic_slash,R,Draco,1.0,Harry
ic_gen,PG-13,ОЖП,2.0,Салазар Слизерин
ic_femslash,R,Луна Лавгуд,1.0,Пэнси Паркинсон
ic_gen,PG-13,Гермиона Грейнджер,4.0,Джордж Уизли
ic_gen,G,ОЖП,1.0,Регулус Блэк
ic_mixed,PG-13,Антонин Долохов,1.0,Грелль Сатклифф
ic_gen,G,Кенга,1.0,Ослик Иа-Иа
ic_het,NC-17,Гарри Поттер,1.0,Джинни Поттер
ic_mixed,R,Невилл Лонгботтом,2.0,Полумна Лавгуд
ic_slash,R,fem!Гарри Поттер,1.0,Драко Малфой
ic_het,G,fem!Гарри Поттер,1.0,Том Реддл-ст.
ic_gen,PG-13,Гарри Поттер,2.0,Полумна
ic_het,PG-13,Драко Малфой,1.0,ОЖП.
ic_het,PG-13,Лора,1.0,Фред
ic_het,R,Джозеф Маццелло,1.0,ОЖП
ic_het,R,Драко Малфой,1.0,Мари-Виктуар
ic_het,PG-13,Джинни Уизли,2.0,Фред Уизли
ic_slash,PG-13,Августус Руквуд,1.0,Эван Розье
ic_gen,PG-13,Беллатриса Лестрейндж,1.0,Лорд Волдеморт
ic_het,NC-17,Виктор,1.0,Гермиона Грейнджер
ic_slash,G,Гарри Поттер,1.0,Северус Снейп; Рон Уизли
ic_slash,PG-13,Драко Малфой,1.0,Хьюго Уизли
ic_het,NC-21,ОЖП,5.0,Северус Снейп
ic_slash,R,Гарри Поттер,1.0,Фред Уизли
ic_gen,G,Гермиона Грейнджер,2.0,Джордж Уизли
ic_het,NC-17,Невилл Лонгботтом,1.0,Сьюзен Боунс
ic_het,NC-17,Нарцисса Малфой,4.0,Северус Снейп
ic_het,NC-17,Луна Лавгуд,10.0,Рон Уизли
ic_het,NC-17,Миссис Грейнджер,1.0,Сириус Блэк III
ic_het,NC-21,Гарри Поттер,2.0,Панси Паркинсон
ic_slash,PG-13,Локи,4.0,Тор
ic_het,R,Меропа Мракс,2.0,Том Марволо Реддл
ic_gen,NC-17,Гермиона Грейнджер,1.0,Гилдерой Локхарт
ic_gen,NC-17,Алекто Кэрроу,1.0,Северус Снейп
ic_gen,NC-17,Астория Гринграсс,4.0,Драко Малфой
ic_gen,NC-17,Гарри Поттер,11.0,Джинни Уизли
ic_gen,NC-17,ОМП,1.0,Пэнси Паркинсон
ic_gen,NC-17,Одри Уизли,1.0,Перси Уизли
ic_het,PG-13, Петуния Эванс,1.0,Сириус Блэк 
ic_gen,PG-13,НЖП,1.0,Том Реддл
ic_het,PG-13,Гарри Поттер,9.0,Том Марволо Реддл
ic_het,PG-13,БЗ,1.0,ЛЛ
ic_het,PG-13,ОЖП,3.0,Скорпиус Малфой
ic_het,PG-13,Астория Малфой,6.0,Драко Малфой
ic_gen,R,Вальбурга Блэк,1.0,Орион Блэк
ic_het,R,Антонин Долохов,7.0,ОЖП
ic_het,PG-13,Гарриет Поттер,1.0,Теодор Нотт
ic_gen,NC-17,Гермиона Грейнджер,2.0,Теодор Нотт
ic_het,NC-17,Джинни Уизли,2.0,Теодор Нотт
ic_het,NC-17,Пэнси Паркинсон,4.0,Рон Уизли
ic_het,NC-17,Астория Малфой,2.0,Гарри Поттер
ic_slash,PG-13,Хизаши Ямада,1.0,Шота Айзава
ic_gen,PG-13,Гарриет Поттер - одностороние,1.0,Теодор Нотт
ic_het,NC-17,Ванесса Робишо,1.0,Северус Снейп
ic_het,G,Ремус Люпин,1.0,Рита Скитер
ic_het,PG-13,Белатрисса Блэк,1.0,Сириус Блэк
ic_slash,NC-17,Луна Лавгуд,6.0,Невилл Лонгботтом
ic_gen,PG-13,Аелина,1.0,Рован
ic_het,G,Дафна Гринграсс,2.0,Джордж Уизли
ic_het,PG-13,Гермиона Грейнджер,2.0,Римус
ic_mixed,R,Джадис,1.0,Питер Пэвенси
ic_mixed,R,Ногами Нейро,1.0,Яко Кацураги
ic_mixed,R,Лиз,1.0,Мелиодас
ic_mixed,R,Аомине Дайки,1.0,Момои Сацуки
ic_het,NC-21,Лаванда Браун,3.0,Рон Уизли
ic_het,NC-21,Луна Лавгуд,3.0,Невилл Лонгботтом
ic_slash,PG-13,ОМП,1.0,Северус Снейп
ic_het,PG-13, Гермиона и др.,1.0,Фред
ic_gen,G,ОМП?,1.0,Помона Спраут
ic_het,R,ГП,1.0,ДМ
ic_het,R,Новый женский персонаж + выдуманные мною персонажи,1.0,Том Реддл
ic_slash,NC-17,Гарри Поттер,10.0,Том Реддл
ic_slash,R,Люциус Малфой,1.0,Невилл Лонгботтом
ic_het,PG-13, Кэти Белл,1.0,Маркус Флинт 
ic_het,G,Диппер,1.0,Пасифика
ic_het,PG-13,Беллатриса Лестрейндж,1.0,Лорд Волдеморт
ic_het,PG-13,ОЖП,12.0,Теодор Нотт
ic_het,G,Алекс,1.0,Фред
ic_het,G,Гарри Поттер,1.0,Парвати Патил
ic_het,PG-13,Мари-Виктуар Уизли,1.0,Теодор Нотт
ic_slash,R,male!Блейз Забини,1.0,male!Рон Уизли
ic_slash,R,male!Гарри Поттер,1.0,male!Драко Малфой
ic_slash,R,fem!Гермиона Грейнджер,1.0,fem!Панси Паркинсон
ic_slash,NC-17,Люциус Малфой,2.0,Ремус Люпин
ic_het,NC-17,Эйвери,1.0,Эммелина Вэнс
ic_het,NC-17,Беллатриса Блэк,1.0,Северус Снейп
ic_het,R,Саша Рунцис,2.0,Северус Снейп
ic_slash,NC-17,Теодор Нотт,1.0,Фред Уизли
ic_slash,NC-17,Джордж Уизли,1.0,Маркус Флинт
ic_het,R,Беллатриса Лестрейндж,3.0,Сириус Блэк
ic_het,NC-17,Лили Поттер-мл,2.0,Скорпиус Малфой
ic_femslash,NC-17,Гермиона Грейнджер,15.0,Панси Паркинсон
ic_slash,G,Ганнибал Лектер,1.0,Уилл Грэм
ic_het,G,Гермиона Грейнджер\Рон Уизли,1.0,Драко Малфой
ic_het,NC-17,Бартемиус Крауч-ст.,1.0,Миссис Крауч
ic_het,PG-13, Скорпиус Малфой,1.0,Роуз Уизли 
ic_het,R,Билл,1.0,Флёр
ic_het,PG-13,Полумна Лавгуд,3.0,Рон Уизли
ic_femslash,R,Астория Гринграсс,1.0,Беллатрикс Лестрейндж
ic_mixed,R,Гарри Поттер,1.0,Гермиона Грейджер
ic_het,R,Анна Петровна Платонова,1.0,Владимир Иванович Корф
ic_het,R,Андрей Петрович Долгорукий,1.0,Наталья Александровна Репнина
ic_het,R,Реджина Миллс,1.0,Робин Гуд
ic_het,R,Лили Луна Поттер,1.0,Тедди Люпин
ic_het,R,Лили Луна Поттер,1.0,Тедди Люпин 
ic_slash,PG-13,Гарри Поттер,3.0,Сириус
ic_slash,PG-13,Альбус Дамблдор,2.0,Северус Снейп
ic_mixed,G,Дафна Гринграсс,1.0,Драко Малфой
ic_slash,NC-17,Блейз Забини,2.0,Пэнси Паркинсон
ic_slash,PG-13,Дино,1.0,Люцифер
ic_het,R,Беллатрикс Лестрейндж,2.0,Рудольфус Лестрейндж
ic_gen,R,Гарри Поттер,1.0,Люциус Малфой
ic_mixed,R,Беллатриса Лестрейндж,4.0,Сириус Блэк III
ic_gen,PG-13,Гермиона Грейнжер,1.0,Драко Малфой
ic_het,PG-13,Дора,2.0,Ремус
ic_slash,G,Тендо Сатори,1.0,Ушиджима Вакатоши
ic_het,PG-13,Беллатриса,1.0,Северус
ic_het,R,Новый Женский Персонаж,1.0,Северус Снейп
ic_slash,NC-17,Джейми Йетс,1.0,Шон Биггерстафф
ic_other,NC-17,Гермиона Грейнджер,1.0,единорог
ic_het,R,Гермиона Грейнджер,1.0,Струпьяр 
ic_het,R, Кшиштоф Ковальски,1.0,Луна Лавгуд 
ic_slash,NC-17,Гарри Поттер,2.0,Салазар
ic_het,G,Гермиона Грейнджер,1.0,Седрик Диггори
ic_gen,PG-13,Артур Пендрагон,1.0,Мерлин
ic_gen,PG-13,Джон,2.0,Шерлок
ic_slash,R,Чонгук,2.0,Юнги
ic_slash,G,Нико,2.0,Уилл
ic_het,R,Ремус,1.0,Тонкс
ic_het,R, ОЖП,1.0,Том Риддл 
ic_gen,PG-13,Астория Гринграсс,1.0,ОМП
ic_slash,R,Гарри Поттер,1.0,Невилл Долгопупс
ic_gen,G,Гарри Поттер,2.0,ОМП
ic_slash,NC-17,Гермиона Грейнджер,2.0,Фред Уизли
ic_slash,NC-17,Джинни Уизли,1.0,Драко Малфой
ic_het,NC-17, Роксана Малфой,1.0,Сириус Блэк 
ic_slash,R,Гарри Поттер,1.0,Драко Малфой и др.
ic_gen,PG-13,Гарри Поттер,4.0,Локи
ic_het,G,Гемиона,1.0,Драко Малфой
ic_article,G,Гермиона Грейнджер,6.0,Драко Малфой
ic_het,R,Гермиона грейнджер,1.0,Джордж уизли
ic_gen,NC-17,Темные и Светлые сущности,1.0,все население магБритании
ic_het,NC-17,Невилл Долгопупс,1.0,Ханна Аббот
ic_het,PG-13,Александр Крам,1.0,Иви Джексон
ic_slash,PG-13,Гарри Поттер,2.0,Тор
ic_het,PG-13,Лиэль Поттер,1.0,Эдвард
ic_gen,PG-13,Драко Малфой,1.0,Нарцисса
ic_mixed,NC-17,Северус Снейп,1.0,Сивилла Трелони
ic_het,R,Альбус Северус Поттер,1.0,НЖП
ic_slash,NC-17,Бан Чан,1.0,Ян Чонин
ic_slash,NC-17,Ли Минхо,1.0,Хан Джисон
ic_slash,NC-17,Ли Феликс,1.0,Со Чанбин
ic_slash,NC-17,Ким Сынмин,1.0,Хван Хёнджин
ic_slash,NC-17,Бан Кристофер Чан,1.0,Ким Уджин
ic_het,PG-13,Блейз,2.0,Луна
ic_het,NC-17,Лили Луна Поттер,10.0,Скорпиус Гиперион Малфой
ic_het,NC-17,Джедайт,1.0,Рей Хино
ic_slash,PG-13,Чарльз Ксавье,3.0,Эрик Леншерр
ic_slash,PG-13,Брендол Хакс,1.0,Кайло Рен
ic_slash,PG-13,Илья Курякин,1.0,Наполеон Соло
ic_slash,PG-13,Баки Барнс,1.0,Стив Роджерс
ic_mixed,NC-17,Гермиона Грейнджер,1.0,Хидан
ic_gen,R,Гермиона Грейнджер,1.0,Лаванда Браун
ic_gen,R,Гарри Поттер,1.0,Парвати Патил
ic_slash,PG-13,Блейз Забини,2.0,Северус Снейп
ic_het,PG-13,Аберфорт Дамблдор,1.0,Сибилла Трелони
ic_het,NC-17,Бенджамин Петерсон,1.0,ОЖП
ic_het,NC-17,ОЖП,1.0,Оффендермен
ic_het,NC-17,Джокер,1.0,ОЖП
ic_het,PG-13,Минерва МакГонагалл,1.0,Том Реддл
ic_slash,PG-13,Цукишима Кей,4.0,Ямагучи Тадаши
ic_het,G,Марлин,8.0,Сириус
ic_het,R,Гарри Поттер,1.0,Лайза Турпин
ic_het,R,Пэнси Паркинсон,2.0,Рон Уизли
ic_het,R,ОЖП,1.0,Эдриан Пьюси
ic_slash,NC-17,Северус Снейп,21.0,Том Марволо Реддл
ic_gen,G,ОЖП,2.0,Сириус
ic_gen,G,Зелья,1.0,Северус Снейп
ic_het,R, Гермиона Грейнджер,2.0,Том Реддл
ic_het,G,Ариана Дамблдор,3.0,Геллерт Гриндельвальд
ic_slash,NC-17,АД,1.0,СС\ЛВ
ic_slash,PG-13,Блейн,6.0,Курт
ic_het,R,Астория Гринграсс,1.0,Панси Паркинсон
ic_het,R,Q,1.0,Джеймс Бонд
ic_het,G,Гарри Поттер,5.0,Драко Малфой
ic_het,PG-13,Сольвейг Норнсенг,1.0,Хенрик Хансен
ic_slash,NC-17,Барти,1.0,Гарри Поттер
ic_het,NC-17,ОЖП,1.0,Пак Чимин
ic_het,NC-17,Ким Тэхён,1.0,ОЖП
ic_het,NC-17,Мин Юнги,1.0,ОЖП
ic_het,NC-17,ОЖП,1.0,Чон Хосок
ic_het,NC-17,ОЖП,2.0,Чон Чонгук
